ID,대륙,여행지,기후,수질(경수/연수),별점,성별,나이,직업,피부타입,체감온도,습도,추천 화장품,추천 메이크업,추천 스킨케어,리뷰 내용
dailyglow_92,아시아,네팔,온대기후,연수,★★★★☆,여성,54,트레이너,건성,24°C (체감),51%,"저자극 크림, 진정 토너, 수분 마스크팩",가벼운 산뜻한 로션 타입으로 유분이 적은 제품 위주로 사용하세요.,실내외 온도차가 큰 날에는 수분크림을 자주 덧발라 주는 것이 좋습니다.,일교차가 커서 아침저녁으로 피부 컨디션이 완전히 달랐어요. 저자극 크림이 도움이 됐어요.
haru23,아시아,네팔,온대기후,연수,★★★★☆,남성,21,건축가,건성,26°C (체감),54%,"산뜻한 로션, 선크림, 블로팅 페이퍼",촉촉한 선쿠션과 립틴트로 화사한 인상을 연출할 수 있습니다.,일교차가 크므로 수분 크림으로 아침저녁 보습을 꼼꼼히 챙겨주세요.,날씨는 선선했는데 실내 난방 때문에 오히려 피부가 건조하고 번들거렸어요.
radiantme88,아시아,네팔,온대기후,연수,★★★★★,여성,28,일러스트레이터,건성,28°C (체감),57%,"수분 크림, 립틴트, 선쿠션",촉촉한 쿠션과 크림 블러셔로 생기 있는 룩을 연출하는 것을 추천합니다.,환절기 피부 컨디션 변화에 대비해 올인원 로션으로 간편하게 보습을 유지하세요.,사계절이 뚜렷한 곳이라 그런지 여행 기간 내내 온도 변화에 신경 써야 했어요.
seungmin_k,아시아,네팔,온대기후,연수,★★★★★,남성,35,회사원,건성,16°C (체감),60%,"수분 크림, 선크림, 립밤",가벼운 톤업로션 정도로 자연스럽게 표현하는 메이크업이 잘 어울립니다.,일교차로 예민해지기 쉬운 피부에는 저자극 진정 라인 사용을 권장합니다.,생각보다 자외선이 강해서 선크림을 안 쓰면 금방 붉어졌어요.
olivia_diary,아프리카,니제르,건조기후,경수,★★★☆☆,여성,44,작가,복합성,41°C (체감),15%,"고SPF 선크림, 쿨링 미스트, 립밤",립 제품은 보습 밤 타입을 선택해 건조함으로 인한 각질을 예방하세요.,건조한 기후이므로 미스트를 수시로 뿌려 수분을 보충하는 것이 중요합니다.,일교차가 커서 낮에는 덥고 밤에는 쌀쌀해 피부가 예민해졌어요.
jetsetter_story,아프리카,니제르,건조기후,경수,★★★★★,남성,51,연구원,복합성,29°C (체감),18%,"수분 크림, 선쿠션, 진정 스프레이",촉촉한 베이스에 크림 타입 블러셔로 생기를 더하는 메이크업을 추천합니다.,강한 햇빛 대비 SPF 높은 제품을 사용하고 쿨링 미스트로 열감을 진정시켜 주세요.,건조한 바람 때문에 입술과 볼이 자주 텄어요. 수분 크림 없이는 힘들었을 것 같아요.
dryskin_ing,아프리카,니제르,건조기후,경수,★★★★☆,여성,58,바리스타,복합성,31°C (체감),21%,"고보습 선크림, 미스트, 영양 크림",메이크업은 최소화하고 톤업 선크림으로 자연스럽게 마무리하는 것을 권장합니다.,자외선 노출 후 진정 젤로 쿨다운하고 세럼으로 수분을 채워주는 것을 추천합니다.,햇빛이 강렬해서 선크림을 2~3시간마다 덧발라야 했어요.
funtraveler_official,아프리카,니제르,건조기후,경수,★★★★☆,남성,25,프로그래머,복합성,33°C (체감),24%,"저자극 선크림, 진정 젤, 수분 세럼",가벼운 수분 쿠션으로 건조함을 커버하며 자연스러운 룩을 연출하세요.,낮은 습도로 인한 수분 손실을 막기 위해 고보습 크림을 겹겹이 발라주세요.,사막성 기후라 그런지 평소보다 피부가 훨씬 건조해지는 걸 느꼈어요.
tintedlips_story,아프리카,니제르,건조기후,경수,★★★★☆,여성,32,프리랜서,복합성,35°C (체감),27%,"수분 로션, 선크림, 핸드크림",고보습 베이스 제품으로 들뜸 없이 매끈한 피부 표현이 가능합니다.,입술과 손이 트기 쉬우므로 립밤과 핸드크림을 항상 휴대하는 것이 좋습니다.,낮은 습도 때문에 피부가 계속 당기고 화장이 들떴어요. 수분 로션이 필수였습니다.
mountainhiker01,아프리카,니제르,건조기후,경수,★★☆☆☆,남성,39,디자이너,복합성,37°C (체감),30%,"고SPF 선크림, 쿨링 미스트, 립밤",립 제품은 보습 밤 타입을 선택해 건조함으로 인한 각질을 예방하세요.,건조한 기후이므로 미스트를 수시로 뿌려 수분을 보충하는 것이 중요합니다.,일교차가 커서 낮에는 덥고 밤에는 쌀쌀해 피부가 예민해졌어요.
jaewon07,아프리카,니제르,건조기후,경수,★★★★☆,여성,46,승무원,복합성,39°C (체감),33%,"수분 크림, 선쿠션, 진정 스프레이",촉촉한 베이스에 크림 타입 블러셔로 생기를 더하는 메이크업을 추천합니다.,강한 햇빛 대비 SPF 높은 제품을 사용하고 쿨링 미스트로 열감을 진정시켜 주세요.,건조한 바람 때문에 입술과 볼이 자주 텄어요. 수분 크림 없이는 힘들었을 것 같아요.
humidmood01,아프리카,니제르,건조기후,경수,★★☆☆☆,남성,53,마케터,복합성,41°C (체감),16%,"고보습 선크림, 미스트, 영양 크림",메이크업은 최소화하고 톤업 선크림으로 자연스럽게 마무리하는 것을 권장합니다.,자외선 노출 후 진정 젤로 쿨다운하고 세럼으로 수분을 채워주는 것을 추천합니다.,햇빛이 강렬해서 선크림을 2~3시간마다 덧발라야 했어요.
daon_vibe,아프리카,니제르,건조기후,경수,★★★☆☆,여성,20,공무원,복합성,29°C (체감),19%,"저자극 선크림, 진정 젤, 수분 세럼",가벼운 수분 쿠션으로 건조함을 커버하며 자연스러운 룩을 연출하세요.,낮은 습도로 인한 수분 손실을 막기 위해 고보습 크림을 겹겹이 발라주세요.,사막성 기후라 그런지 평소보다 피부가 훨씬 건조해지는 걸 느꼈어요.
seungmin_world,아프리카,니제르,건조기후,경수,★★★★☆,남성,27,회계사,복합성,31°C (체감),22%,"수분 로션, 선크림, 핸드크림",고보습 베이스 제품으로 들뜸 없이 매끈한 피부 표현이 가능합니다.,입술과 손이 트기 쉬우므로 립밤과 핸드크림을 항상 휴대하는 것이 좋습니다.,낮은 습도 때문에 피부가 계속 당기고 화장이 들떴어요. 수분 로션이 필수였습니다.
chorong_mode,아시아,북한,온대기후,연수,★★★★★,여성,46,회계사,복합성,24°C (체감),47%,"수분 크림, 선크림, 립밤",가벼운 톤업로션 정도로 자연스럽게 표현하는 메이크업이 잘 어울립니다.,일교차로 예민해지기 쉬운 피부에는 저자극 진정 라인 사용을 권장합니다.,생각보다 자외선이 강해서 선크림을 안 쓰면 금방 붉어졌어요.
minji_daily,아시아,북한,온대기후,연수,★★★★★,남성,53,수의사,민감성,26°C (체감),50%,"올인원 로션, 선크림, 미스트",저자극 톤업크림 위주로 하고 색조는 최소화하는 것을 권장합니다.,실내 난방·냉방으로 건조해지기 쉬우니 블로팅 페이퍼와 미스트를 함께 챙기세요.,쾌적한 날씨였지만 건조해서 립밤과 수분크림을 자주 발라야 했어요.
dailyglow07,아시아,북한,온대기후,연수,★☆☆☆☆,여성,20,영업직,건성,28°C (체감),53%,"저자극 크림, 진정 토너, 수분 마스크팩",가벼운 산뜻한 로션 타입으로 유분이 적은 제품 위주로 사용하세요.,실내외 온도차가 큰 날에는 수분크림을 자주 덧발라 주는 것이 좋습니다.,일교차가 커서 아침저녁으로 피부 컨디션이 완전히 달랐어요. 저자극 크림이 도움이 됐어요.
dahye07,아시아,북한,온대기후,연수,★★★★★,남성,27,대학생,지성,16°C (체감),56%,"산뜻한 로션, 선크림, 블로팅 페이퍼",촉촉한 선쿠션과 립틴트로 화사한 인상을 연출할 수 있습니다.,일교차가 크므로 수분 크림으로 아침저녁 보습을 꼼꼼히 챙겨주세요.,날씨는 선선했는데 실내 난방 때문에 오히려 피부가 건조하고 번들거렸어요.
chaewon_log,아시아,북한,온대기후,연수,★★★★☆,여성,34,간호사,복합성,18°C (체감),59%,"수분 크림, 립틴트, 선쿠션",촉촉한 쿠션과 크림 블러셔로 생기 있는 룩을 연출하는 것을 추천합니다.,환절기 피부 컨디션 변화에 대비해 올인원 로션으로 간편하게 보습을 유지하세요.,사계절이 뚜렷한 곳이라 그런지 여행 기간 내내 온도 변화에 신경 써야 했어요.
suji23,아시아,북한,온대기후,연수,★★★★★,남성,41,사진작가,민감성,20°C (체감),62%,"수분 크림, 선크림, 립밤",가벼운 톤업로션 정도로 자연스럽게 표현하는 메이크업이 잘 어울립니다.,일교차로 예민해지기 쉬운 피부에는 저자극 진정 라인 사용을 권장합니다.,생각보다 자외선이 강해서 선크림을 안 쓰면 금방 붉어졌어요.
dohyun_log,아시아,북한,온대기후,연수,★★★☆☆,여성,48,엔지니어,건성,22°C (체감),45%,"올인원 로션, 선크림, 미스트",저자극 톤업크림 위주로 하고 색조는 최소화하는 것을 권장합니다.,실내 난방·냉방으로 건조해지기 쉬우니 블로팅 페이퍼와 미스트를 함께 챙기세요.,쾌적한 날씨였지만 건조해서 립밤과 수분크림을 자주 발라야 했어요.
passportready_story,아시아,북한,온대기후,연수,★★★☆☆,남성,55,약사,지성,24°C (체감),48%,"저자극 크림, 진정 토너, 수분 마스크팩",가벼운 산뜻한 로션 타입으로 유분이 적은 제품 위주로 사용하세요.,실내외 온도차가 큰 날에는 수분크림을 자주 덧발라 주는 것이 좋습니다.,일교차가 커서 아침저녁으로 피부 컨디션이 완전히 달랐어요. 저자극 크림이 도움이 됐어요.
oilyskin_note,아시아,북한,온대기후,연수,★★☆☆☆,여성,22,트레이너,복합성,26°C (체감),51%,"산뜻한 로션, 선크림, 블로팅 페이퍼",촉촉한 선쿠션과 립틴트로 화사한 인상을 연출할 수 있습니다.,일교차가 크므로 수분 크림으로 아침저녁 보습을 꼼꼼히 챙겨주세요.,날씨는 선선했는데 실내 난방 때문에 오히려 피부가 건조하고 번들거렸어요.
jiho07,아시아,북한,온대기후,연수,★★★★☆,남성,29,건축가,민감성,28°C (체감),54%,"수분 크림, 립틴트, 선쿠션",촉촉한 쿠션과 크림 블러셔로 생기 있는 룩을 연출하는 것을 추천합니다.,환절기 피부 컨디션 변화에 대비해 올인원 로션으로 간편하게 보습을 유지하세요.,사계절이 뚜렷한 곳이라 그런지 여행 기간 내내 온도 변화에 신경 써야 했어요.
haeun_world,유럽,북마케도니아,온대기후,경수,★★★★★,남성,43,건축가,지성,15°C (체감),64%,"저자극 크림, 진정 토너, 수분 마스크팩",가벼운 산뜻한 로션 타입으로 유분이 적은 제품 위주로 사용하세요.,실내외 온도차가 큰 날에는 수분크림을 자주 덧발라 주는 것이 좋습니다.,일교차가 커서 아침저녁으로 피부 컨디션이 완전히 달랐어요. 저자극 크림이 도움이 됐어요.
jiwoo99,유럽,북마케도니아,온대기후,경수,★★★☆☆,여성,50,일러스트레이터,지성,17°C (체감),47%,"산뜻한 로션, 선크림, 블로팅 페이퍼",촉촉한 선쿠션과 립틴트로 화사한 인상을 연출할 수 있습니다.,일교차가 크므로 수분 크림으로 아침저녁 보습을 꼼꼼히 챙겨주세요.,날씨는 선선했는데 실내 난방 때문에 오히려 피부가 건조하고 번들거렸어요.
daeun_mode,유럽,북마케도니아,온대기후,경수,★★★★☆,남성,57,회사원,지성,19°C (체감),50%,"수분 크림, 립틴트, 선쿠션",촉촉한 쿠션과 크림 블러셔로 생기 있는 룩을 연출하는 것을 추천합니다.,환절기 피부 컨디션 변화에 대비해 올인원 로션으로 간편하게 보습을 유지하세요.,사계절이 뚜렷한 곳이라 그런지 여행 기간 내내 온도 변화에 신경 써야 했어요.
dryskin07,유럽,북마케도니아,온대기후,경수,★★☆☆☆,여성,24,교사,지성,21°C (체감),53%,"수분 크림, 선크림, 립밤",가벼운 톤업로션 정도로 자연스럽게 표현하는 메이크업이 잘 어울립니다.,일교차로 예민해지기 쉬운 피부에는 저자극 진정 라인 사용을 권장합니다.,생각보다 자외선이 강해서 선크림을 안 쓰면 금방 붉어졌어요.
haeri_world,유럽,북마케도니아,온대기후,경수,★★★★☆,남성,31,요리사,지성,23°C (체감),56%,"올인원 로션, 선크림, 미스트",저자극 톤업크림 위주로 하고 색조는 최소화하는 것을 권장합니다.,실내 난방·냉방으로 건조해지기 쉬우니 블로팅 페이퍼와 미스트를 함께 챙기세요.,쾌적한 날씨였지만 건조해서 립밤과 수분크림을 자주 발라야 했어요.
luna01,유럽,북마케도니아,온대기후,경수,★★★★★,여성,38,자영업,지성,25°C (체감),59%,"저자극 크림, 진정 토너, 수분 마스크팩",가벼운 산뜻한 로션 타입으로 유분이 적은 제품 위주로 사용하세요.,실내외 온도차가 큰 날에는 수분크림을 자주 덧발라 주는 것이 좋습니다.,일교차가 커서 아침저녁으로 피부 컨디션이 완전히 달랐어요. 저자극 크림이 도움이 됐어요.
